Id,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice,Age,Remodeled,TotalRooms,ZoningLotInteraction,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing
815,20,12137.0,5,1998,1998,0.0,1887.9450851379468,224900.0,26,0,10,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
816,20,11425.0,6,1954,1954,0.0,917.2147704826502,137000.0,70,0,9,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
817,20,13265.0,5,2002,2002,0.0,1447.6893842526888,271000.0,22,0,10,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
818,80,8816.0,7,1971,1971,0.0,1074.4275705548498,155000.0,53,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
819,120,6371.0,5,2009,2010,0.0,1319.0632644674236,224000.0,15,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
820,60,7226.0,5,2003,2003,0.0,822.5992150768868,183000.0,21,0,8,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
821,20,6000.0,4,1953,1953,0.0,734.1421747951711,93000.0,71,0,13,RM_Inside,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
822,60,12394.0,5,2003,2003,0.0,871.0822808742789,225000.0,21,0,14,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
823,50,9900.0,7,1940,1950,0.0,794.9473202260504,139500.0,84,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
824,20,11216.0,5,2006,2006,0.0,1413.0820637268982,232600.0,18,0,12,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
825,20,14803.0,5,2007,2008,0.0,1647.0070155608767,385000.0,17,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
826,45,6130.0,6,1924,1950,0.0,767.3158322998422,109500.0,100,1,12,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
827,20,8529.0,5,2001,2001,0.0,1448.5658407852816,189000.0,23,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
828,60,28698.0,5,1967,1967,764.0,975.7997032795208,185000.0,57,0,9,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
829,160,,5,2005,2005,0.0,489.8295321340501,147400.0,19,0,8,FV_Inside,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
830,20,11900.0,5,1957,1957,0.0,1613.9869738185148,166000.0,67,0,9,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
831,160,3180.0,5,2005,2005,0.0,561.6683083233377,151000.0,19,0,10,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
832,60,9548.0,6,2003,2003,0.0,920.090541218955,237000.0,21,0,14,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
833,20,10004.0,6,1964,1964,345.0,1150.7236929033072,167000.0,60,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
834,20,,6,1961,1961,0.0,1326.451451891075,139950.0,63,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
835,20,9600.0,7,1950,1995,0.0,1017.2191222839762,128000.0,74,1,16,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
836,30,8100.0,6,1948,1973,0.0,1574.350353181868,153500.0,76,1,14,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
837,160,1680.0,5,1973,1973,0.0,537.1316185846442,100000.0,51,0,12,RM_Inside,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
838,20,9525.0,6,1995,2006,0.0,1024.6741679016427,144000.0,29,1,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
839,50,11767.0,6,1946,1995,0.0,841.9772150312866,130500.0,78,1,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
840,70,12155.0,8,1925,1950,0.0,533.4789293607553,140000.0,99,1,12,RH_Inside,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
841,70,10440.0,8,1904,2002,0.0,685.8141327421354,157500.0,120,1,11,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
842,80,9020.0,7,1966,1966,539.0,1304.1916921667648,174900.0,58,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
843,90,8000.0,4,1961,1961,0.0,1695.5249675007547,141000.0,63,0,12,RL_Corner,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
844,50,,8,1915,1950,0.0,974.0140299381397,153900.0,109,1,16,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
845,85,,5,1975,1981,0.0,1644.915248654936,171000.0,49,1,9,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
846,60,9317.0,5,1993,1993,0.0,721.1417039840026,213000.0,31,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
847,20,15523.0,6,1972,1972,0.0,834.837556102572,133500.0,52,0,14,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
848,50,45600.0,8,1908,1997,0.0,825.52475725301,240000.0,116,1,15,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
849,80,9600.0,7,1976,1994,0.0,501.08624780622495,187000.0,48,1,13,RL_FR2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
850,120,4435.0,5,2003,2003,0.0,778.8574813048818,131500.0,21,0,14,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
851,120,3196.0,5,2003,2003,0.0,1158.543157170214,215000.0,21,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
852,75,7128.0,5,1941,1950,0.0,1028.0530802381024,164000.0,83,1,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
853,80,12095.0,6,1964,1964,0.0,1037.9753369500131,158000.0,60,0,15,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
854,20,17920.0,4,1955,1974,1085.0,1808.5774135650695,170000.0,69,1,7,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
855,20,6897.0,8,1962,2010,0.0,1043.9762772624888,127000.0,62,1,16,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
856,80,10970.0,6,1978,1978,435.0,1080.8208888816855,147000.0,46,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
857,60,,5,1994,1995,0.0,666.6784325097381,174000.0,30,1,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
858,20,10400.0,5,1976,1976,0.0,1131.5451370853211,152000.0,48,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
859,60,,7,1968,1984,0.0,1137.378746619902,250000.0,56,1,16,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
860,50,7642.0,8,1918,1998,0.0,1047.865164187637,189950.0,106,1,13,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861,190,11625.0,4,1965,1965,0.0,985.2054274497967,131500.0,59,0,7,RL_Inside,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
862,20,9672.0,5,1984,1985,0.0,975.7391832518324,152000.0,40,1,11,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863,20,7931.0,5,1959,1959,0.0,1026.107535005386,132500.0,65,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
864,20,8640.0,5,2007,2008,0.0,1678.8203079803786,250580.0,17,1,12,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
865,20,8750.0,6,1970,1970,0.0,1140.7241383056748,148500.0,54,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
866,20,10656.0,5,2006,2007,0.0,1631.0874116116872,248900.0,18,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
867,20,6970.0,5,1961,1961,0.0,1240.8696717172138,129000.0,63,0,10,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
868,60,14762.0,6,1948,1950,0.0,0.0,169000.0,76,1,12,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
869,60,9938.0,5,1993,1994,0.0,1126.0630995005206,236000.0,31,1,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
870,20,6600.0,5,1962,1962,0.0,894.9093680140112,109500.0,62,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
871,60,8750.0,5,1998,1998,0.0,835.9835583207379,200500.0,26,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
872,20,8892.0,7,1953,1996,0.0,108.06349514660225,116000.0,71,1,16,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
873,40,12144.0,7,1949,1950,0.0,796.6412169350627,133000.0,75,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,50,,6,1941,1950,0.0,749.8529011745699,66500.0,83,1,13,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
875,60,9000.0,5,2007,2007,0.0,1268.768766253774,303477.0,17,0,11,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
876,20,25286.0,5,1963,1963,0.0,1173.3467047485574,132250.0,61,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
877,60,8834.0,5,2004,2005,0.0,1508.8172145200044,350000.0,20,1,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
878,85,11782.0,7,1961,1995,0.0,1008.4614001109159,148000.0,63,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
879,20,7000.0,8,1978,2005,0.0,1011.6909561505855,136500.0,46,1,14,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
880,20,7024.0,5,2005,2006,0.0,1061.3813705411505,157000.0,19,1,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
881,50,13758.0,5,1990,1991,0.0,1198.0861485025086,187500.0,34,1,11,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
882,60,9636.0,5,1992,1993,0.0,859.3388137928393,178000.0,32,1,11,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
883,75,6204.0,5,1912,1950,0.0,823.4150264393007,118500.0,112,1,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
884,20,7150.0,5,1967,1967,0.0,973.6551982937405,100000.0,57,0,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
885,120,5119.0,5,1999,2000,0.0,1880.2595712093414,328900.0,25,1,9,FV_CulDSac,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
886,90,8393.0,5,1959,2005,0.0,1589.4420724045174,145000.0,65,1,11,RL_Corner,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
887,50,16466.0,7,1955,1955,0.0,948.6381351035808,135500.0,69,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
888,20,15865.0,6,1970,1970,823.0,2157.8274820424476,268000.0,54,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
889,20,,4,1953,1953,0.0,1555.6807318565586,149500.0,71,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
890,50,8064.0,7,1949,2006,0.0,645.9480260617956,122900.0,75,1,15,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
891,60,11184.0,5,1978,1978,500.0,856.1751306206575,172500.0,46,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
892,20,8414.0,8,1963,2003,0.0,1169.5798363029526,154500.0,61,1,16,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
893,20,13284.0,5,1954,1954,0.0,1814.758340914022,165000.0,70,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
894,90,7018.0,5,1979,1979,0.0,0.0,118858.0,45,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
895,60,7056.0,5,1963,1963,0.0,874.7950828248902,140000.0,61,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
896,30,8765.0,6,1936,1950,0.0,920.0058341622115,106500.0,88,1,12,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
897,90,7018.0,5,1979,1979,0.0,0.0,142953.0,45,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
898,20,12919.0,5,2009,2010,0.0,2739.5170189299797,611657.0,15,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
899,20,6993.0,7,1961,1994,0.0,814.0935820011321,135000.0,63,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
900,20,,6,1971,1971,0.0,743.185951912136,110000.0,53,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901,20,8712.0,7,1957,2000,0.0,983.3498940426956,153000.0,67,1,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902,60,7875.0,5,2003,2003,0.0,834.9642669875199,180000.0,21,0,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
903,20,14859.0,5,2006,2006,0.0,1747.4323174707072,240000.0,18,0,9,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
904,20,6173.0,6,1967,1967,0.0,907.5954957907064,125500.0,57,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
905,20,9920.0,5,1954,1954,290.0,1059.6043372476227,128000.0,70,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
906,20,13501.0,5,2006,2006,0.0,1750.65544637949,255000.0,18,0,10,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
907,50,11500.0,7,1936,1987,0.0,720.6795126440263,250000.0,88,1,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
908,20,8885.0,5,1983,1983,324.0,799.1304216404192,131000.0,41,0,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
909,60,12589.0,5,2005,2005,0.0,735.0539592311682,174000.0,19,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
910,90,11600.0,5,1960,1960,0.0,1182.8510953008274,154300.0,64,0,8,RL_Corner,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
911,20,9286.0,7,1977,1989,0.0,1456.9022197606942,143500.0,47,1,10,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
912,30,6120.0,7,1925,1950,0.0,700.0243424127636,88000.0,99,1,11,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
913,90,6270.0,6,1949,1950,0.0,1146.8535704162105,145000.0,75,1,14,RH_Inside,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
914,160,3000.0,5,2009,2009,0.0,584.3032258448766,173733.0,15,0,12,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
915,160,2001.0,5,1970,1970,0.0,538.9069258492545,75000.0,54,0,12,RM_Inside,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
916,20,9000.0,3,1949,1950,0.0,507.90876090228545,35311.0,75,1,9,C (all)_Inside,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,20,17140.0,6,1956,1956,0.0,1110.953028606612,135000.0,68,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918,60,13125.0,5,1991,1991,634.0,1226.5569837759615,238000.0,33,0,11,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
919,20,11029.0,8,1958,2002,411.0,1136.094869218604,176500.0,66,1,14,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
920,60,8462.0,5,1994,1994,0.0,891.851152809185,201000.0,30,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
921,90,8777.0,7,1900,2003,0.0,1405.811850175427,145900.0,124,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
922,20,10237.0,5,2005,2006,0.0,1215.572830503976,169990.0,19,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
923,120,8012.0,5,1993,1994,841.0,1643.9282268887923,193000.0,31,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
924,20,10240.0,6,1980,1980,1061.0,1406.0426222268213,207500.0,44,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
925,20,15611.0,6,1977,1977,93.0,1330.89139104209,175000.0,47,0,13,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
926,60,11999.0,5,2003,2004,0.0,1323.493783669563,285000.0,21,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,60,9900.0,5,1968,1968,0.0,1060.808919005119,176000.0,56,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
928,20,11838.0,5,2001,2001,0.0,1987.6151621225513,236500.0,23,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
929,60,,5,1997,1997,0.0,855.1017178665136,222000.0,27,0,14,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
930,20,8925.0,5,2007,2007,0.0,1564.0240694995427,201000.0,17,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
931,20,9100.0,6,1965,1965,466.0,840.0841894944831,117500.0,59,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
932,20,,5,2006,2006,0.0,2205.616145093615,320000.0,18,0,9,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
933,20,8487.0,5,2004,2004,0.0,1334.8289568033642,190000.0,20,0,14,RL_FR2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
934,20,27650.0,7,1960,2007,0.0,517.7744392719718,242000.0,64,1,15,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
935,30,5825.0,5,1926,1953,0.0,503.4113127781988,79900.0,98,1,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
936,20,10083.0,5,2003,2003,0.0,1118.566533019471,184900.0,21,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
937,60,9675.0,5,2005,2005,0.0,1036.2611181015884,253000.0,19,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
938,60,8760.0,5,2006,2006,0.0,1215.5046093777582,239799.0,18,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
939,70,24090.0,7,1940,1950,0.0,1237.3482995579316,244400.0,84,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
940,90,12640.0,5,1976,1976,396.0,1819.5633843356122,150900.0,48,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
941,60,8755.0,5,1999,1999,0.0,1032.8936663537859,214000.0,25,0,13,RL_FR2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
942,90,,3,1977,1977,0.0,1668.8396763717014,150000.0,47,0,6,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
943,90,25000.0,4,1967,1967,0.0,1673.8212716614069,143000.0,57,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
944,20,,6,1958,1958,354.0,757.683091496729,137500.0,66,0,15,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
945,50,8820.0,6,1890,1996,0.0,903.0171800140789,124900.0,134,1,11,RM_Corner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
946,80,8163.0,6,1959,1959,294.0,1051.9014343159147,143000.0,65,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
947,20,14536.0,5,2002,2003,0.0,1859.2751610421676,270000.0,22,1,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
948,60,14006.0,5,2002,2002,0.0,818.5005395717754,192500.0,22,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
949,20,9360.0,7,1972,2006,0.0,1201.9980723315534,197500.0,52,1,15,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
950,20,7200.0,8,1950,2002,149.0,953.3311323625921,129000.0,74,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
951,20,7800.0,5,1965,1965,0.0,851.6265527887012,119900.0,59,0,9,RH_Corner,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
